Name,id,Status,Source,Last Updated,Address,Zip Code,Phone,Email,Website/Social Media,Neighborhood,Category,Pod,Latitude,Longitude,Special Accommodation Hours,SNAP/EBT,WIC,Pickup Offered,Delivery Offered,Delivery/Pickup Notes,Notes,Donate,Created time,Sub-Category,Hours,Hours - Obsolete,Admin Notes
Manhattan Three Decker,230,Closed,Location,5/3/2020,695 Manhattan Avenue,11222,(718) 389-6664,,,Greenpoint,Restaurant,,40.725280,-73.951800,,,,,,,,,5/3/2020 6:49pm,Diner,,,
Markowa Apteka Pharmacy,231,Open,,,"831 Manhattan Ave, Brooklyn, NY 11222",11222,(718) 389-0389,markowapharmacy@gmail.com,https://www.markowaapteka.com/,Greenpoint,Pharmacy,6,40.728528,-73.953743,,,,Yes,,,,,4/29/2020 12:34am,,Mon-Fri: 10am-8pm / Sat: 10am-6pm / Sun: Closed ,"m-f 10-8, sat 10-6. sun closed",
Martha's Country Bakery ,232,Open,Instagram,5/5/2020,"263 Bedford Ave, Brooklyn, NY 11211",11211,(718) 599-0900,,marthascountrybakery.com,South Williamsburg,Restaurant,27,40.714889,-73.960536,,,,Yes,Yes,Order on their website (263 Bedford Ave. location only),,,5/1/2020 3:43am,Bakery,Daily: 8am-11pm,,
Martha's Country Bakery ,233,Open,Instagram,5/5/2020,"175 Bedford Ave, Brooklyn, NY 11211",11211,(718) 599-0900,,marthascountrybakery.com,North Williamsburg,Restaurant,15,40.718006,-73.957315,,,,Yes,Yes,,,,5/1/2020 3:51am,Bakery,Daily: 8am-11pm,,
Medicine Depot,234,Open,,,"86 Manhattan Ave, Brooklyn, NY 11206",11206,(718) 963-3923,,,South Williamsburg,Pharmacy,31,40.705225,-73.944337,,,,Yes,Yes - limited zone,,,,4/29/2020 12:34am,,Mon-Sat: 10am-5pm,m-sat 10-5,
Medly Pharmacy,235,Open,,,"104 Graham Ave, Brooklyn, NY 11206",11206,(718) 782-7539,Hello@medlypharmacy.com,https://www.medlypharmacy.com/,East Williamsburg,Pharmacy,22,40.704819,-73.942463,,,,Yes,Yes,,https://www.facebook.com/MedlyPharmacy/,,4/29/2020 12:34am,,Mon-Fri: 8am-8pm / Sat: 9am-6pm / Sun: Closed,"m-f 8-8, sat 9-6, sun closed ",
Mekelburg's,236,Open,,5/5/2020,319 Kent Ave.,11249,(929) 457-6676,,https://www.instagram.com/mekelburgsdomino/,South Williamsburg,Grocery Store,27,40.713431,-73.966624,,,,Yes,Yes,Limited area for delivery.,"Grocery store open for take out. Some prepared foods on Caviar and Postmates. Groceries, hot food, booze for delivery (limited area). Call to order, Menu here: https://www.mekelburgs.com/meksdirect-williamsburg",X,4/29/2020 1:01am,"Grocery Store,American",Daily: 9am-10pm,,
Mesa Coyoacan,237,Open,,5/5/2020,372 Graham Ave.,11211,(718) 782-8171,,https://www.instagram.com/mesacoyoacannyc/,East Williamsburg,Restaurant,18,40.715526,-73.944271,,,,Yes,Yes,"Takeout or delivery via Caviar or Doordash, or calling. They ask you to pick up if you can so more money goes to the restaurant itself","Margaritas to go, wine bottles and beer, and food.",https://www.gofundme.com/f/krnyc6-help-the-employees-of-mesa-coyoacan,4/29/2020 1:01am,Mexican,Mon-Fri: 2pm-8pm/Sat-Sun: 1pm-9pm,,
Met Foodmarket,238,Open,Location,5/1/2020,"131 Driggs Avenue, Brooklyn, NY 11222",11222,(718) 389-6429,,,Greenpoint,Grocery Store - Supermarket,10,40.722902,-73.943809,,,,,,,,,4/29/2020 12:34am,,Daily: 8:30am-6pm,8:30am-6pm Mon-Sun,
Metro Community Laundromat,239,,,4/22/2020,"561 Metropolitan Avenue, Brooklyn, NY 11211",11211,(718) 384-6757,,https://metropolitanlaundromat.com/,North Williamsburg,Laundromat,17,40.714246,-73.950282,,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Fri: 8am-9pm Sat-Sun: 9am-7pm,"M - F 8:00 am - 9:00 pm, S - Su 9:00 am - 7:00 pm",
Metropolitan,240,Closed,,,559 Lorimer Street,11211,(718) 599-4444,,https://www.instagram.com/metropolitan_bk/,South Williamsburg,Bar,25,40.713621,-73.949496,,,,,,,Check IG for virtual show info.,https://www.gofundme.com/f/metropolitan-bar-staff,4/29/2020 1:01am,,,,
MetroUrgicare,241,Follow-up,,5/1/2020,"308 Graham Avenue, Brooklyn, NY 11211",11211,(718) 638-7682,,https://www.metrourgicare.com/location/ny/brooklyn/11211,East Williamsburg,Health and Wellness,20,40.712988,-73.943888,,,,,,,Online appointments not currently available.,,5/1/2020 11:54pm,,,,
Milk and Roses ,242,Open (Missing Info),,,1110 Manhattan Ave.,11222,(718) 389-0160,,https://www.instagram.com/milkandrosesbistro/,Greenpoint,Restaurant,1,40.736412,-73.955045,,,,Yes,No,"Coffee, beer, and wine to go",,X,4/29/2020 1:01am,Cafe,,,
Misi,243,Closed,Instagram,5/5/2020,329 Kent Ave.,11249,(347) 566-3262,,https://www.instagram.com/misinewyork/,South Williamsburg,Restaurant,28,40.713431,-73.966624,,,,,,,,https://www.gofundme.com/f/grovehouse-family-fund,4/29/2020 1:01am,Italian,,,
Mittman Pharmacy,244,No Answer,,,"167 Havemeyer St # A, Brooklyn, NY 11211",11211,(718) 384-2387,,,South Williamsburg,Pharmacy,26,40.711070,-73.957697,,,,,,,,,4/29/2020 12:34am,,,,
Modern Love,245,Closed,Instagram,5/5/2020,317 Union Ave.,11211,(929) 298-0626,,https://www.instagram.com/modernlovebrooklyn/,South Williamsburg,Restaurant,30,40.709799,-73.951229,,,,,,,,X,4/29/2020 1:01am,Vegan,,,
ModernMD Urgent Care,246,Open,Website (updating for Covid),5/1/2020,"68 Graham Ave, Brooklyn, NY 11206",11206,(646) 604-8120,,https://modernmduc.com/urgent-care-williamsburg-brooklyn-ny/,East Williamsburg,Health and Wellness,22,40.703336,-73.942220,,,,,,,,,5/1/2020 11:37pm,,Mon-Fri: 8am-8pm / Sat-Sun: 8:30am-6:30pm,"Mon-Fri 8am-8pm, Sat-Sun 8:30am-6:30pm",
Moe's Doughs,247,Open,Instagram,5/2/2020,"126 Nassau Ave, Brooklyn, NY",11222,(718) 349-1216,,https://moesdoughsdonutshop.netwaiter.com/greenpoint/about/,Greenpoint,Restaurant,12,40.724354,-73.948469,,,,Yes,Yes,Takeout as well as delivery via UberEats,,,5/1/2020 2:01am,Bakery,Mon-Fri: 6am-8pm / Sat-Sun: 7am-8pm,,
Mom & Pop's Organic Market,248,Open (Missing Info),Location,4/27/2020,"889 Manhattan Avenue, Brooklyn, NY 11222",11222,(718) 389-7912,,,Greenpoint,Grocery Store,6,40.729903,-73.954392,,,,,,,,,4/29/2020 12:34am,,,,
Mombucha,249,Open,Instagram,5/5/2020,37 Box St.,11222,(718) 395-7261,info@mombucha.com,https://www.instagram.com/mombucha/,Greenpoint,Bar,1,40.737571,-73.954732,,,,No,Yes,"Deliveries on Wednesdays of 12oz & 32oz kombucha. Bottles are returnable for a 10% discount. Order on their site. 25% off for medical, agricultural and service workers, use code HEROS.",,X,4/29/2020 1:52am,,Deliveries on Wednesdays,M-F: 7am-7pm / Sat-Sun: 10am-5pm,
Monger's Palate,250,Open,Instagram,5/2/2020,"192 Driggs Ave., Brooklyn, NY 11222",11222,(718) 383-0612,,https://www.instagram.com/mongerspalate,Greenpoint,Restaurant,11,40.723052,-73.946039,,,,Yes,Yes,Open for grocery takeout. Delivery available via Mercato. Call for pickup.,,X,4/29/2020 1:01am,Cheese Shop,Daily: 11am-7pm,,
Montesacro,251,Open,,5/5/2020,432 Union Ave.,11211,(347) 916-1062,,https://www.instagram.com/montesacrobk/,South Williamsburg,Restaurant,25,40.713379,-73.951282,,,,Yes,Yes,Takeout or Delivery via Caviar - https://www.montesacrobk.com/,,X,4/29/2020 1:01am,Italian,Daily: 2pm-10pm,,
Mount Sinai Doctors,252,Open,App/Site (Patient),5/1/2020,"135 N 7th St, Brooklyn, NY 11211",11211,(718) 218-0450,,https://www.mountsinai.org/locations/msd-williamsburg?utm_source=Yext&utm_medium=local_listing&utm_campaign=BIMG,North Williamsburg,Health and Wellness,15,40.718512,-73.958319,,,,,,,"We schedule appointments in advance and accept walk-ins. For scheduling appointments by phone, you can either call our office or send a text message. To schedule by text message, text “Hello” to 474-624 on weekdays between the hours of 9:00 am and 5:00 pm. ",,5/1/2020 11:47pm,,Mon-Fri: 8am-5pm ,Mon-Fri 8am-5pm,
Mr. Berry,253,Open (Missing Info),Location,4/27/2020,"892 Manhattan Avenue, Brooklyn NY ",11222,(347) 599-1162,,,Greenpoint,Grocery Store,6,40.730010,-73.953888,,,,,,,Currently not offering juice bar,,4/29/2020 12:34am,,,,
Mr. Plum,254,Open (Missing Info),Location,4/27/2020,"658 Manhattan Avenue, Brooklyn NY ",11222,(718) 349-2321,,,Greenpoint,Grocery Store,12,40.724595,-73.950944,,,,,,,Currently not offering juice bar,,4/29/2020 12:34am,,,,
Muddy Paws,255,Open,,4/24/2020,"447 Graham Ave., Brooklyn, NY 11211",11211,(718) 349-3647,None ,http://muddypawsny.com/,East Williamsburg,Pet Supplies,16,40.718565,-73.945287,,,,Yes,No,,,,4/29/2020 12:34am,,Daily: 11am-8pm,11-8 Daily,
Murawski Pharmacy,256,Open,Location/Phone,5/1/2020,"94 Nassau Ave, Brooklyn, NY 11222",11222,(718) 389-7600,,,Greenpoint,Pharmacy,12,40.723896,-73.950042,,,,Yes,Yes,Local delivery & shipping,,,4/29/2020 12:34am,Shipping Services/Postal Office,Mon-Fri: 9am-7pm / Sat: 9am-6pm / Sun: 10am-4pm,"m-f 9-7 -, sat 9-6, sun 10-4",
My Two Dogs,257,Closed,,4/24/2020,"306 Stagg St, Brooklyn, NY 11206",11206,(718) 963-0400,None ,http://www.mytwodogsinc.com/,East Williamsburg,Pet Supplies,20,40.709968,-73.936173,,,,,,,FROM GROOMING TIPS AND ONLINE LIVE TRAINING WE CAN AND WILL CONTINUE TO HELP YOU WITH YOUR DOG! FOLLOW US ON INSTAGRAM @MYTWODOGSINC,,4/29/2020 12:34am,,,,
Naked Dog ,258,Open,Instagram,5/5/2020,"47 Java St., Brooklyn, NY 11222",11222,(929) 337-8096,,https://www.instagram.com/nakeddogbk/,Greenpoint,Restaurant,4,40.731327,-73.959357,,,,Yes,Yes,"Pickup or delivery via Caviar, Seamless or Grubhub",,X,4/29/2020 1:01am,Italian,Daily: 2pm-9pm,,
Napoli Bakery,259,Open,Instagram,5/2/2020,"616 Metropolitan Ave, Brooklyn, NY 11211",11211,(718) 384-6945,,instagram.com/napolibakery_brooklyn,South Williamsburg,Restaurant,25,40.713894,-73.948459,,,,Yes,No,Offering curbside service. Call for orders.,,,5/1/2020 4:08am,Bakery,Daily: 6:30am-7:30pm,,
Nassau Laundry Center,260,,,4/22/2020,"124 Nassau Ave., Brooklyn, NY 11222",11222,(718) 389-8115,,,Greenpoint,Laundromat,11,40.724315,-73.948527,,,,,,,,,4/29/2020 12:34am,,,,
Nick + Son's Bakery,261,Open,Instagram,5/2/2020,"205 Leonard St, Brooklyn NY 11206",11206,N/A,,instagram.com/nickandsonsbakery,South Williamsburg,Restaurant,25,40.710842,-73.947343,,,,Yes,No,Order in advance online for pickup.,,,5/1/2020 3:53am,Bakery,Fri-Sun 8am-12pm,,
Night of Joy,262,Closed,Instagram,5/5/2020,667 Lorimer St.,11211,N/A,,https://www.instagram.com/nightofjoy/,North Williamsburg,Bar,16,40.717023,-73.950012,,,,,,,,x,4/29/2020 1:01am,,,,
Norman Ave. Launderette,263,,,4/22/2020,"84 Norman Ave., Brooklyn, NY 11222",11222,(718) 383-7564,,https://www.facebook.com/NormanLaunderette/,Greenpoint,Laundromat,7,40.725191,-73.951872,,,,,,,,,4/29/2020 12:34am,,Daily: 8am-9pm,M - S 8:00 am - 9:00 pm,
North Brooklyn Cycles,264,Open,Instagram,4/27/2020,"121 Knickerbocker Avenue, Brooklyn, NY 11237 ",11237,(347) 460-6252,,https://nbkcycles.business.site/; https://www.instagram.com/nbkc/?hl=en,East Williamsburg,Bike Shops,23,40.705016,-73.928862,,,,,,,,,4/29/2020 12:34am,,Daily: 12pm-7pm,12pm-7pm daily,
Northside Bakery,265,Open,Location,4/21/2020,"190 Nassau Avenue, Brooklyn, NY 11222",11222,(718) 349-7775,,northsidebakery.com,Greenpoint,Restaurant,11,40.725334,-73.945568,,,,Yes,Yes,,,,4/29/2020 12:34am,"Bakery,Polish",Sun-Thu: 11am-7pm / Fri-Sat 11am-8pm,11am-7pm Sun-Thurs; 11am-8pm Fri-Sat,
Northside Bakery,266,Open (Missing Info),Instagram,5/2/2020,"149 North 8th Street, Brooklyn, NY 11249",11249,(718) 782-2700,,northsidebakery.com,North Williamsburg,Restaurant,15,40.718784,-73.957316,,,,Yes,Yes,,,,5/3/2020 3:15am,"Bakery,Polish",,,
Northside Laundromat,267,,,4/22/2020,"579 Driggs Ave., Brooklyn, NY 11211",11211,N/A,,,North Williamsburg,Laundromat,15,40.716239,-73.957054,,,,,,,,,4/29/2020 12:34am,,,,
Northside Pharmacy,268,Open,,,"559 Driggs Ave, Brooklyn, NY 11211",11211,(718) 387-6566,,https://www.northsidepharmacy.nyc/,North Williamsburg,Pharmacy,15,40.716758,-73.956462,,,,Yes,Yes,,"Temporary Store Hours | Monday to Saturday 11:00AM-6:00PM
Sunday|11:00AM-5:00PM
Deliveries available Monday-Friday 5PM-7PM in Williamsburg and Greenpoint.
Temporary hours in effect until May 15th

*Please wear a face mask or covering when entering the store.",,4/29/2020 12:34am,,Mon-Sat: 11am-6pm / Sun: 11am-5pm,"m-sat 11-6, Sun 11-5",
Northwell Health-GoHealth Urgent Care,269,Open,Website (updated for Covid),5/1/2020,"145 Kent Ave, Brooklyn, NY 11249",11249,(347) 801-2136,,https://www.gohealthuc.com/nyc/brooklyn/williamsburg?utm_source=gmb&utm_medium=organic,North Williamsburg,Health and Wellness,14,40.718982,-73.962275,,,,,,,,,5/1/2020 11:34pm,,Mon-Fri: 8am-8pm / Sat-Sun: 9am-5pm,Mon-Fri 8am-8pm; Sat-Sun 9am-5pm,
NYC Health + Hospitals/Gotham Health,270,Follow-up,,,"875 Manhattan Avenue, Brooklyn, NY 11222",11222,(718) 630-3220,,https://www.nychealthandhospitals.org/gotham-health/gotham-centers//#infocus,Greenpoint,Health and Wellness,6,40.729616,-73.954311,,,,,,, 1-844-NYC-4NYC for appointments,,5/1/2020 11:29pm,,,,
NYC Pet,271,Open,,4/24/2020,"475 Driggs Ave., Brooklyn, NY 11211",11211,(718) 218-7101,None ,https://nycpet.com/,North Williamsburg,Pet Supplies,15,40.718903,-73.954127,,,,Yes,Yes,,,,4/29/2020 12:34am,,Daily: 10am-6pm,10-6,
NYC Pet,272,Open,,4/24/2020,"184 Kent Ave., Brooklyn, NY 11249",11249,(917) 909-1915,None ,https://nycpet.com/,North Williamsburg,Pet Supplies,14,40.718730,-73.964879,,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Sat: 10am-5pm / Sun: 11am-5pm,M-SAT 10-5 SUN 11-5,
NYC Pet,273,Open,Location,5/5/2020,"300 Graham Ave., Brooklyn, NY 11211",11211,(718) 387-4700,None ,https://nycpet.com/,South Williamsburg,Pet Supplies,25,40.712619,-73.943748,,,,Yes,Yes,,,,4/29/2020 12:34am,,Daily: 10am-6pm,10 - 6,
NYC Pet Direct,274,,,4/24/2020,"122 Graham Ave, Brooklyn, NY 11206",11206,(718) 963-4030,None ,,East Williamsburg,Pet Supplies,31,40.705531,-73.942581,,,,,,,,,4/29/2020 12:34am,,,,
Oak & Iron,275,Closed,Instagram,5/5/2020,147 Franklin St.,11222,(718) 349-2252,,https://www.instagram.com/oakandiron/?hl=en,Greenpoint,Bar,4,40.731458,-73.958080,,,,,,,,Staff Venmo @OakTenders,4/29/2020 1:01am,Bar,,,
Odd Fox Coffee,276,Open,Instagram,5/2/2020,"984 Manhattan Ave., Brooklyn, NY 11222",11222,N/A,,https://www.instagram.com/odd_fox_coffee/,Greenpoint,Restaurant,4,40.732727,-73.954424,,,,Yes,No,,,,4/29/2020 1:01am,Cafe,Daily: 9am-4pm,,
Old Polish Bakery,277,,,,"926 Manhattan Ave, Brooklyn, NY 11222",11222,(718) 349-7900,,https://www.facebook.com/pages/Old-Poland-Bakery-Restaurant/111594692212464,Greenpoint,Restaurant,4,40.731048,-73.954124,,,,,,,,,4/30/2020 5:43am,Bakery,,,
Oneg Bakery,278,,,,"188 Lee Ave, Brooklyn, NY 11211",11211,(718) 797-0971,,https://www.onegbakery.com/,South Williamsburg,Restaurant,36,40.702018,-73.956044,,,,,,,,,5/1/2020 4:26am,Bakery,,,
Ontario,279,Closed,Instagram,5/5/2020,559 Grand St.,11211,N/A,,https://www.instagram.com/ontario.bar/,South Williamsburg,Bar,25,40.711348,-73.949230,,,,,,,T-shirts available - https://stores.inksoft.com/life_vest/shop/product-detail/1000246,https://www.gofundme.com/f/ontario-bar-staff-relief,4/29/2020 1:01am,Bar,,,
Organic Planet Pharmacy,280,No Answer,,,"205 N 9th St, Brooklyn, NY 11211",11211,(347) 799-2213,,http://organicplanetpharmacy.com/,North Williamsburg,Pharmacy,15,40.718059,-73.954765,,,,,,,"Pharmacy hours are currently M-F 12PM to 6PM, and Saturday 12PM to 3PM. Store hours are 9AM to 10PM.",,4/29/2020 12:34am,,Mon-Fri: 12pm-6pm / Sat: 12pm-3pm / Sun: Closed ,"M-F 12PM to 6PM, and Saturday 12PM to 3PM",
Osakana,281,Open,Location,5/5/2020,290 Graham Ave,11211,(646) 262-1358,,https://www.instagram.com/osakanabk/,East Williamsburg,Restaurant,20,40.712232,-73.943791,,,,Yes,Yes,Order online: https://www.osakanabk.com/deliveryform,Order by 6pm the day before. DIY sushi and ramen plus other items.,X,4/29/2020 1:01am,"Japanese,Seafood Market",Tues-Sun: 11am-5:30pm (Delivery) / Tues-Sun: 11:30am-5pm (Pickup),,
Osso Hardware ,282,Follow-up,,5/1/2020,"38 Lee Avenue, Brooklyn NY ",11211,(718) 387-0992,,,South Williamsburg,Hardware Store,35,40.706171,-73.960851,,,,,,,Call back Monday (5/4) and ask to speak to Ari. ,,4/29/2020 12:34am,,Mon-Thurs: 9am-5pm,Monday-Thursday 9am-5pm,
Ovenly,283,Open,Instagram,5/5/2020,"31 Greenpoint Ave. Brooklyn, NY 11222",11222,(888) 899-2213,,https://www.instagram.com/ovenly/,Greenpoint,Restaurant,4,40.729902,-73.959581,,,,Yes,No,"Open as of Wednesday, May 6 for take out. All transactions cashless.",,,4/29/2020 1:01am,Bakery,Daily: 9am-4pm,,
Ovenly Williamsburg,284,Open,,5/5/2020,"43 N 5th St, Brooklyn, NY 11249",11249,(888) 899-2213,,https://www.instagram.com/ovenly/,North Williamsburg,Restaurant,14,40.718982,-73.962275,,,,Yes,No,"Open as of Thursday, May 7 for take out. All transactions cashless.",,,5/1/2020 4:08am,Bakery,Daily: 9am-4pm,,
Oxomoco,285,Closed,,5/5/2020,128 Greenpoint Ave.,11222,(646) 688-4180,,https://www.instagram.com/_oxomoco_/,Greenpoint,Restaurant,6,40.729805,-73.955466,,,,,,,,https://www.gofundme.com/f/oxomoco-employee-relief-fund,4/29/2020 1:01am,Mexican,,,
Ozzie's Fresh Market,286,No Answer,,5/1/2020,"639 Grand Street, Brooklyn, NY 11211",11211,(718) 388-6938,,,South Williamsburg,Grocery Store - Supermarket,25,40.711636,-73.946559,,,,,,,,,4/29/2020 12:34am,,,,
P & P Shipping & Handling,287,Open,,5/1/2020,"746 Manhattan Ave, Brooklyn, NY 11222",11222,(718) 389-2823,,http://www.pandpshipping.com/,Greenpoint,Shipping Services/Post Office,7,40.726600,-73.952104,,,,,,,,,4/29/2020 3:47am,,Mon-Sat: 9:30am-7:30pm / Sun: 10am-5pm,Mon-Sat 9:30-7:30pm Sun 10am-5pm,
Park Drugs Inc,288,Open,,,"693 Broadway, Brooklyn, NY 11206",11206,(347) 987-3380,,,South Williamsburg,Pharmacy,32,40.701856,-73.943318,,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Fri: 10am-3pm / Sat-Sun: Closed ,"m-f 10- 3,  sat sun closed",
Patisserie Tomoko,289,,,5/5/2020,"568 Union Ave, Brooklyn, NY 11211",11211,(718) 388-7121,,patisserietomoko.com,North Williamsburg,Restaurant,16,40.717779,-73.951738,,,,,,,,,5/1/2020 4:31am,"Bakery,French,Japanese",,,
Paulie Gee's,290,Closed,,,"60 Greenpoint Avenue, Brooklyn NY 11222",11222,,,https://www.instagram.com/pauliegee/?hl=en,Greenpoint,Restaurant,6,40.729544,-73.958571,,,,,,,,,5/2/2020 4:14am,Pizzeria,,,
Paulie Gee's Slice Shop,291,Open,Instagram/Location,5/2/2020,110 Franklin St. Brooklyn NY 11222,11222,N/A,,https://www.instagram.com/pauliegees_sliceshop/,Greenpoint,Restaurant,6,40.728367,-73.957095,,,,Yes,Yes,"Takeout & Delivery, order through Caviar or in person at the window. If they are too busy, delivery will not be an option.",,X,4/29/2020 1:01am,Pizzeria,Sun-Thurs: 12pm-9pm/Fri-Sat: 12pm-10pm,"12pm - 9pm Sun - Thurs, 12pm - 10pm Fri & Sat.",
Peking Express,292,Closed,Location,5/2/2020,"237 Nassau Ave, Brooklyn, NY 11222",11222,(718) 349-0968,,,Greenpoint,Restaurant,10,40.725946,-73.942816,,,,,,,,,4/29/2020 1:01am,Chinese,,,
Pet Supplied,293,Open,,4/21/2020,"87 West Street, Brooklyn, NY 11222",11222,(347) 987-3527,Alex@petsupplied.com,https://petsupplied.business.site/?hl=en,Greenpoint,Pet Supplies,6,40.729373,-73.959519,,,,No,Yes,,Delivery only. Email Alex@petsupplied.com.,,4/29/2020 12:34am,,Delivery Only,,
Peter Pan Donuts ,294,Open,,5/3/2020,"727 Manhattan Ave., Brooklyn, NY 11222",11222,(718) 389-3676,,https://www.instagram.com/peterpandonut,Greenpoint,Restaurant,7,40.726044,-73.952319,,,,Yes,No,,,X,4/29/2020 1:01am,Bakery,Sun-Thurs: 5am-6pm / Fri-Sat: 5am-7pm,,
Pets On The Run,295,Open,,4/21/2020,"989 Manhattan Ave, Brooklyn, NY 11222",11222,(718) 389-0650,None ,https://frommfamily.com/r/12759,Greenpoint,Pet Supplies,2,40.732860,-73.954968,,,,Yes,No,,Hours not accurate on website. New hours 10-7,,4/29/2020 12:34am,,Daily: 10am-7pm,Daily 10:00am-7:00pm,
Pheasant,296,Open,Instagram,5/5/2020,"445 Graham Ave., Brooklyn, NY 11211",11211,(718) 675-5588,,https://www.instagram.com/pheasantnyc/,East Williamsburg,Restaurant,16,40.718496,-73.945276,,,,Yes,Yes,Call for pickup. Delivery via Caviar.,,https://www.gofundme.com/f/pheasant-staff-covid-relief-fund,4/29/2020 1:01am,"Mediterranean,American",Daily: Lunch 11am-3pm / Dinner 5pm-9pm,,
Pie Corps,297,Closed,Location,5/2/2020,"77 Driggs Ave., Brooklyn, NY 11222",11222,(929) 250-2045,,https://www.instagram.com/piecorpsnyc/,Greenpoint,Restaurant,10,40.723129,-73.941956,,,,,,,,X,4/29/2020 1:01am,Bakery,,,
Pierozek,298,Open,Instagram,5/5/2020,592 Manhattan Ave.,11222,(718) 576-3866,,https://www.instagram.com/pierozekbrooklyn/,Greenpoint,Restaurant,12,40.723041,-73.950128,,,,Yes,Yes,"Delivery via Caviar, Grubhub, UberEats. Call for pickup.",,X,4/29/2020 1:01am,Polish,Daily: 12pm-8pm,,
Pipernilli ,299,,,,"1027 Grand St, Brooklyn, NY ",11211,(212) 203-9410,,pipernilli.com,East Williamsburg,Restaurant,20,40.713767,-73.934367,,,,,,,,,5/1/2020 4:32am,Bakery,,,
Polka Dot,300,Open,Location,5/5/2020,726 Manhattan Ave.,11222,(718) 349-2884,,https://instagram.com/polkadotgreenpoint,Greenpoint,Restaurant,7,40.726174,-73.951929,,,,Yes,Yes,"Delivery through GrubHub, Postmates, UberEats. For takeout, call to order.",,,4/29/2020 1:01am,"Polish,Cafe",Tues-Sun: 9am-8pm,,
Poke Zest,301,Open,Location,5/3/2020,629 Manhattan Ave.,11222,(718) 349-8999,,https://www.instagram.com/pokezestbkny/,Greenpoint,Restaurant,,40.432650,-73.570370,,,,Yes,Yes,Delivery via Doordash.,,,5/3/2020 6:38pm,Asian,Daily: 11:30am-10pm,,
Polonez Shipping Inc.,302,,,,"159 Nassau Ave #1r, Brooklyn, NY 11222",11222,(718) 389-6001,,http://www.polonezshipping.com/,Greenpoint,Shipping Services/Post Office,11,40.725171,-73.947052,,,,,,,,,4/29/2020 3:53am,,,,
Ponyboy,303,Open,,5/5/2020,632 Manhattan Ave.,11222,(631) 319-4641,,https://www.instagram.com/ponyboyny/,Greenpoint,Bar,12,40.724014,-73.950666,,,,Yes,Yes,,Large bottled cocktails - 10% of each sale will go to the artist who designed the label. https://www.ponyboy.express/,,4/29/2020 1:52am,"Restaurant,Bar",Thurs-Sun: 1pm-8pm,,
Princesa Bakery,304,,,,"94 Graham Ave, Brooklyn, NY ",11206,(718) 782-3822,,,East Williamsburg,Restaurant,22,40.704384,-73.942437,,,,,,,,,5/1/2020 4:27am,Bakery,,,
ProHealth Urgent Care,305,Open,Website/Booking site,5/1/2020,"833 Manhattan Ave, Brooklyn, NY 11222",11222,(718) 383-3377,,https://www.prohealthcare.com/urgent-care.html,Greenpoint,Health and Wellness,6,40.728600,-73.953775,,,,,,,"Dedicated Covid hotline Mon-Fri 8am-7pm, Sat-Sun 8am-4pm 1-516-874-0411",,5/1/2020 11:21pm,,Daily: 8am-8pm,8am-8pm,
PS9 Pets,306,Open,,4/24/2020,"169 N. 9th St., Brooklyn, NY 11211",11211,(718) 486-6465,None ,http://www.ps9pets.com/,North Williamsburg,Pet Supplies,15,40.718836,-73.955976,,,,Yes,Yes,,"https://www.instagram.com/ps9pets/?hl=en
Free Delivery",,4/29/2020 12:34am,,Mon-Fri: 12pm-5pm / Sat: 11am-5pm / Sun: Closed ,m-f 12-5 sa 11-5,
Pueblo Querido,307,Open,Location,4/26/2020,"195 Greenpoint Avenue, Brooklyn NY",11222,(929) 346-2986,,https://www.instagram.com/pqcoffee/,Greenpoint,Restaurant,4,40.730570,-73.951790,,,,Yes,,,Delivery soon via Postmates,,4/29/2020 12:34am,"Bakery,Colombian,Cafe",Mon-Fri: 7am-2pm / Fri-Sat: 8am-2pm,Mon-Fri 7am-2pm; Fri-Sat 8am-2pm,
Qwik Pack and Ship,308,,,,"697 Grand St, Brooklyn, NY 11211",11211,(718) 388-8155,info@qwikpackandship.net,https://www.qwikpackandship.net/,South Williamsburg,Shipping Services/Post Office,25,40.711801,-73.944775,,,,,,,,,4/29/2020 4:13am,,,,
Rachel's Garden,309,Open (Missing Info),Greenpoint Strong Slack,4/9/2020,"116 Nassau Avenue, Brooklyn, NY 11222",11222,(718) 349-8607,info@rachelsgardenny.com,http://www.rachelsgardenny.com/,Greenpoint,Grocery Store,12,40.724207,-73.948863,,,,,,,,,4/29/2020 12:34am,,,24/7,
Rafieh Pharmacy,310,Open,,,"70 Lee Ave # 1, Brooklyn, NY 11211",11211,(718) 387-0021,,,South Williamsburg,Pharmacy,35,40.705504,-73.959988,,,,Yes,Yes,,,,4/29/2020 12:34am,,Sun-Thurs: 10am-7:30pm / Fri: 10am-4pm / Sat: Closed ,"Sun-thu 10-7:30, Fri 10-4, sat closed",
Ramona,311,Open (Missing Info),Location,5/2/2020,113 Franklin St.,11222,(347) 227-8164,,https://www.instagram.com/ramonabarnyc/,Greenpoint,Bar,4,40.730221,-73.957915,,,,Yes,No,Pickup window now open,,https://www.gofundme.com/f/elsa-ramona-staff-support,4/29/2020 1:01am,,,,
